Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
centauri-horse-riding-helmet,,,,,,,,,Midnight Navy,,,M,,,,,4901MN,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CentauriHorseRidingHelmet2.jpg?v=1783332288,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
centauri-horse-riding-helmet,,,,,,,,,Midnight Navy,,,L,,,,,4901LN,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CentauriHorseRidingHelmet3.jpg?v=1783332303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
centauri-horse-riding-helmet,,,,,,,,,Space Black,,,S,,,,,,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CentauriHorseRidingHelmet4.jpg?v=1783332293,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
centauri-horse-riding-helmet,,,,,,,,,Space Black,,,M,,,,,,0.0,manual,100.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/CentauriHorseRidingHelmet5.jpg?v=1783332307,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
centauri-horse-riding-helmet,,,,,,,,,Space Black,,,L,,,,,,0.0,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
traditional-stirrup-leathers,Premier Equine Traditional Stirrup Leathers,"<p>A solid, dependable pair of traditional stirrup leathers made from quality leather. Suitable for everyday use across all disciplines, these leathers are well-stitched at the buckle end and punched at regular intervals for a precise, consistent length adjustment.</p><p>A straightforward, hardwearing pair of leathers that will develop a good patina with regular use and maintenance. Compatible with standard stirrup irons.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack Accessories > Stirrup Accessories,,Premier Equine,true,Colour,Black,,Position,"48""",,Size,120cm,,832648BLK,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/TraditionalStirrupLeathersBlack2.jpg?v=1783333683,1,,false,Premier Equine Traditional Stirrup Leathers,"A dependable pair of traditional leathers in quality hide, well stitched and suited to everyday use in any discipline. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
traditional-stirrup-leathers,,,,,,,,,Black,,,"54""",,,135cm,,832654BLK,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/TraditionalStirrupLeathersBlack.jpg?v=1783333679,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
traditional-stirrup-leathers,,,,,,,,,Black,,,"58""",,,145cm,,832658BLK,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/TraditionalStirrupLeathersDarkHavana.jpg?v=1783333689,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
traditional-stirrup-leathers,,,,,,,,,Dark Havana,,,"48""",,,120cm,,832648BRW,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/TraditionalStirrupLeathersDarkHavana3.jpg?v=1783333695,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
traditional-stirrup-leathers,,,,,,,,,Dark Havana,,,"54""",,,135cm,,832654BRW,0.0,manual,48.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
traditional-stirrup-leathers,,,,,,,,,Dark Havana,,,"58""",,,145cm,,832658BRW,0.0,manual,48.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,Premier Equine Filetto Womens Gel Full Seat Riding Breeches,"<p>Full seat riding breeches with a gel grip seat panel for maximum stability and adhesion in the saddle. The gel full seat gives a secure, consistent contact across the entire seat, making these breeches particularly popular for dressage riders and those looking for extra security in the saddle.</p><p>Made from a comfortable four-way stretch fabric that moves with you throughout your ride. A flat-front waistband sits neatly under body protectors and jackets. Available in Navy. UK sizes 6–16.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories > Riding Pants > Breeches,,Premier Equine,true,Colour,White,,Size,"22"" (UK 6)",,,,,422022W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreechesNavy.jpg?v=1783333755,1,,false,Premier Equine Filetto Womens Gel Full Seat Riding Breeches,Full seat riding breeches with a gel grip seat panel for maximum stability and adhesion in the saddle. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,White,,,"24"" (UK 8)",,,,,422024W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreechesNavy2.jpg?v=1783333733,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,White,,,"26"" (UK 10)",,,,,422026W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreechesNavy3.jpg?v=1783333742,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,White,,,"28"" (UK 12)",,,,,422028W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreechesNavy4.jpg?v=1783333759,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,White,,,"30"" (UK 14)",,,,,422030W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreeches2.jpg?v=1783333736,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,White,,,"32"" (UK 16)",,,,,422032W,0.0,manual,60.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/FilettoWomensGelFullSeatRidingBreeches4.jpg?v=1783333728,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"22"" (UK 6)",,,,,422022N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"24"" (UK 8)",,,,,422024N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"26"" (UK 10)",,,,,422026N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"28"" (UK 12)",,,,,422028N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"30"" (UK 14)",,,,,422030N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
filetto-womens-gel-full-seat-riding-breeches,,,,,,,,,Navy,,,"32"" (UK 16)",,,,,422032N,0.0,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
remisa-ladies-technical-short-sleeve-riding-top,Premier Equine Remisa Ladies Technical Short Sleeve Riding Top,"<p>The Remisa is a short-sleeve technical top built for riding in warmer conditions. Lightweight and breathable, it wicks moisture effectively and dries quickly, making it ideal for summer schooling, competitions and active yard days.</p><p>The fit is tailored for riding — shaped to move with you in the saddle without riding up or pulling. A versatile, practical top that looks as good in the arena as it does around the yard.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories,,Premier Equine,true,Colour,Navy,,Size,UK 6,,,,,41406N,0.0,manual,32.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/RemisaLadiesTechnicalShortSleeveRidingTopNavy.jpg?v=1783333397,1,,false,Premier Equine Remisa Ladies Technical Short Sleeve Riding Top,The Remisa is a short-sleeve technical top built for riding in warmer conditions. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
remisa-ladies-technical-short-sleeve-riding-top,,,,,,,,,Navy,,,UK 8,,,,,41408N,0.0,manual,32.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/RemisaLadiesTechnicalShortSleeveRidingTopNavy2.jpg?v=1783333406,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
remisa-ladies-technical-short-sleeve-riding-top,,,,,,,,,Navy,,,UK 10,,,,,414010N,0.0,manual,32.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/RemisaLadiesTechnicalShortSleeveRidingTopNavy3.jpg?v=1783333384,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
remisa-ladies-technical-short-sleeve-riding-top,,,,,,,,,Navy,,,UK 12,,,,,414012N,0.0,manual,32.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/RemisaLadiesTechnicalShortSleeveRidingTopNavy4.jpg?v=1783333402,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
remisa-ladies-technical-short-sleeve-riding-top,,,,,,,,,Navy,,,UK 14,,,,,414014N,0.0,manual,32.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
remisa-ladies-technical-short-sleeve-riding-top,,,,,,,,,Navy,,,UK 16,,,,,414016N,0.0,manual,32.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
ombretta-ladies-technical-riding-top,Premier Equine Ombretta Ladies Technical Riding Top,"<p>A long-sleeve technical riding top designed for comfort and performance in the saddle. The Ombretta is made from a moisture-wicking fabric that draws sweat away from the skin, keeping you dry and comfortable during intensive schooling sessions or competition warm-ups.</p><p>The tailored fit is designed to work with your riding position — longer at the back to stay tucked in, and cut close at the arms without restricting your rein contact. Smart enough for competition, practical enough for every day.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories,,Premier Equine,true,Colour,Anthracite Grey,,Size,UK 8,,,,,41508A,0.0,manual,46.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmbrettaLadiesTechnicalRidingTop.jpg?v=1783332165,1,,false,Premier Equine Ombretta Ladies Technical Riding Top,The Ombretta is made from a moisture-wicking fabric that draws sweat away from the skin. UK delivery available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
ombretta-ladies-technical-riding-top,,,,,,,,,Anthracite Grey,,,UK 10,,,,,415010A,0.0,manual,46.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmbrettaLadiesTechnicalRidingTop2.jpg?v=1783332123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
ombretta-ladies-technical-riding-top,,,,,,,,,Anthracite Grey,,,UK 12,,,,,415012A,0.0,manual,46.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmbrettaLadiesTechnicalRidingTop3.jpg?v=1783332162,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
ombretta-ladies-technical-riding-top,,,,,,,,,Anthracite Grey,,,UK 14,,,,,415014A,0.0,manual,46.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmbrettaLadiesTechnicalRidingTop4.jpg?v=1783332134,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
ombretta-ladies-technical-riding-top,,,,,,,,,Anthracite Grey,,,UK 16,,,,,415016A,0.0,manual,46.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmbrettaLadiesTechnicalRidingTop5.jpg?v=1783332170,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
lamera-ladies-hybrid-technical-riding-gilet,Premier Equine Lamera Ladies Hybrid Technical Riding Gilet,"<p>The Lamera is a hybrid riding gilet designed for the modern rider — technical enough for arena work but stylish enough for hacking and yard use. Lightweight and packable, it provides an additional layer of warmth without restricting movement in the saddle.</p><p>Made from a combination of breathable technical fabric panels and a soft-touch outer, the Lamera sits close to the body without pulling or bunching at the waist. A practical, well-designed gilet that works across seasons and activities.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Riding Apparel & Accessories,,Premier Equine,true,Colour,Navy,,Size,UK 6,,,,,41346N,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LameraLadiesHybridTechnicalRidingGilet.jpg?v=1783332245,1,,false,Premier Equine Lamera Ladies Hybrid Technical Riding Gilet,"A lightweight, packable hybrid gilet that adds warmth without restricting movement, for arena, hacking and yard. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
lamera-ladies-hybrid-technical-riding-gilet,,,,,,,,,Navy,,,UK 8,,,,,41348N,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LameraLadiesHybridTechnicalRidingGilet2.jpg?v=1783332232,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
lamera-ladies-hybrid-technical-riding-gilet,,,,,,,,,Navy,,,UK 10,,,,,413410N,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LameraLadiesHybridTechnicalRidingGilet3.jpg?v=1783332218,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
lamera-ladies-hybrid-technical-riding-gilet,,,,,,,,,Navy,,,UK 12,,,,,413412N,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LameraLadiesHybridTechnicalRidingGilet4.jpg?v=1783332224,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
lamera-ladies-hybrid-technical-riding-gilet,,,,,,,,,Navy,,,UK 14,,,,,413414N,0.0,manual,48.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LameraLadiesHybridTechnicalRidingGilet5.jpg?v=1783332239,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
lamera-ladies-hybrid-technical-riding-gilet,,,,,,,,,Navy,,,UK 16,,,,,413416N,0.0,manual,48.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,Premier Equine Stellazio Anatomic Snaffle Bridle with Flash,"<p>The Stellazio is Premier Equine's anatomic snaffle bridle, designed to follow the natural contours of the horse's head and reduce pressure on sensitive areas. The anatomically shaped headpiece sits behind the ears with a contoured poll pad that relieves pressure on the atlas bone, allowing the horse to work with greater freedom through the neck and jaw.</p><p>Fitted with a flash noseband to provide additional security of the bit whilst keeping the bridle looking clean and elegant. Quality leather, solid fittings and neat stitching throughout. An excellent bridle at an accessible price point.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack > Bridles,,Premier Equine,true,Colour,Black,,Size,Cob,,,,,8013-CBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBrown.jpg?v=1783331698,1,,false,Premier Equine Stellazio Anatomic Snaffle Bridle with Flash,"An anatomic snaffle bridle shaped to the contours of the horse's head, with a headpiece that sits clear of the ears. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,Black,,,Full,,,,,8013-FBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBrown2.jpg?v=1783331664,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,Black,,,XFull,,,,,8013-XFBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBrown3.jpg?v=1783331682,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,Brown,,,Cob,,,,,8013-CBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBrown4.jpg?v=1783331714,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,Brown,,,Full,,,,,8013-FBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBrown5.jpg?v=1783331725,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,Brown,,,XFull,,,,,8013-XFBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBlack.jpg?v=1783331703,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBlack2.jpg?v=1783331698,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBlack3.jpg?v=1783331690,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBlack4.jpg?v=1783331674,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stellazio-anatomic-snaffle-bridle-with-flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StellazioAnatomicSnaffleBridlewithFlashBlack5.jpg?v=1783331708,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glorioso-grackle-bridle,Premier Equine Glorioso Grackle Bridle,"<p>The Glorioso is a well-crafted grackle bridle from Premier Equine, combining elegant styling with practical functionality. The grackle noseband crosses above and below the bit rings, applying pressure to the nose when the horse opens its mouth — a popular choice for horses that evade the contact.</p><p>Made from quality leather with neat stitching and quality fittings throughout. The bridle is cut to allow a comfortable fit across the poll and cheekbones, with a padded noseband for additional comfort. Suitable for competition and everyday use.</p>",Premier Equine,Sporting Goods > Outdoor Recreation > Equestrian > Horse Tack > Bridles,,Premier Equine,true,Colour,Black,,Size,Pony,,,,,8016-PBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBlack.jpg?v=1783332916,1,,false,Premier Equine Glorioso Grackle Bridle,"The Glorioso is a well-crafted grackle bridle from Premier Equine, combining elegant styling with practical functionality. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
glorioso-grackle-bridle,,,,,,,,,Black,,,Cob,,,,,8016-CBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBlack2.jpg?v=1783332896,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Black,,,Full,,,,,8016-FBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBlack3.jpg?v=1783332923,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Black,,,XFull,,,,,8016-XFBLK,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBlack4.jpg?v=1783332927,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Brown,,,Pony,,,,,8016-PBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBlack5.jpg?v=1783332890,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Brown,,,Cob,,,,,8016-CBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBrown.jpg?v=1783332923,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Brown,,,Full,,,,,8016-FBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBrown5.jpg?v=1783332915,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,Brown,,,XFull,,,,,8016-XFBRW,0.0,manual,130.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBrown2.jpg?v=1783332954,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,
glorioso-grackle-bridle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/GloriosoGrackleBridleBrown3.jpg?v=1783332945,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
